## file created 24.Feb.2016 #
#       i  cr  sl  tb  dcc  spigot  fiber/slb  fibcha/slbcha  subdet  ieta  iphi  depth
 4520481E  25   2   u    0       0          7              1      HE   -18    30      2
 4520681D  25   2   u    0       0          7              2      HE   -26    29      2
 4510441D  25   2   u    0       0          8              0      HE   -17    29      1
 4530401D  25   2   u    0       0          8              1      HE   -16    29      3
 4510641D  25   2   u    0       0          8              2      HE   -25    29      1
 4510481D  25   2   u    0       0          9              0      HE   -18    29      1
 4520481D  25   2   u    0       0          9              1      HE   -18    29      2
 4520641D  25   2   u    0       0          9              2      HE   -25    29      2
 45106C1B  25   3   u    0       0         14              0      HE   -27    27      1
 45206C1B  25   3   u    0       0         14              1      HE   -27    27      2
 4520741B  25   3   u    0       0         14              2      HE   -29    27      2
 45306C1B  25   3   u    0       0         15              0      HE   -27    27      3
 45205C1B  25   3   u    0       0         15              1      HE   -23    27      2
 45105C1B  25   3   u    0       0         15              2      HE   -23    27      1
 4510701B  25   3   u    0       0         16              0      HE   -28    27      1
 4520701B  25   3   u    0       0         16              1      HE   -28    27      2
 4510741B  25   3   u    0       0         16              2      HE   -29    27      1
 4530701B  25   3   u    0       0         17              0      HE   -28    27      3
 4520601B  25   3   u    0       0         17              1      HE   -24    27      2
 4510601B  25   3   u    0       0         17              2      HE   -24    27      1
 45204C1C  25   3   u    0       0         18              0      HE   -19    28      2
 4510501C  25   3   u    0       0         18              1      HE   -20    28      1
 4520541B  25   3   u    0       0         18              2      HE   -21    27      2
 45104C1C  25   3   u    0       0         19              0      HE   -19    28      1
 4520501C  25   3   u    0       0         19              1      HE   -20    28      2
 4510541B  25   3   u    0       0         19              2      HE   -21    27      1
 45204C1B  25   3   u    0       0         20              0      HE   -19    27      2
 4510501B  25   3   u    0       0         20              1      HE   -20    27      1
 4520581B  25   3   u    0       0         20              2      HE   -22    27      2
 45104C1B  25   3   u    0       0         21              0      HE   -19    27      1
 4520501B  25   3   u    0       0         21              1      HE   -20    27      2
